PLZ4;Distanz v. Olten
6655;231.715
6656;231.715
6657;231.715
6658;231.715
6659;231.715
6659;231.715
6661;242.974
6661;242.974
6661;242.974
6662;242.974
6663;242.974
6663;231.715
6663;242.974
6664;242.974
6670;233.197
6670;225.932
6672;225.932
6673;233.197
6674;233.197
6674;233.197
6675;244.889
6676;244.889
6677;233.197
6677;233.197
6678;233.197
6678;233.197
6678;233.197
6682;253.508
6682;246.416
6683;253.508
6683;258.03
6684;258.03
6684;258.03
6685;258.286
6690;244.889
6690;244.889
6692;254.367
6692;254.367
6693;254.367
6694;254.367
6695;254.367
6695;254.367
6696;254.367
6702;195.269
6703;999.999
6705;999.999
6707;999.999
6710;177.207
6713;180.06
6714;180.06
6715;188.201
6716;188.201
6716;188.201
6716;188.201
6717;196.422
6717;196.422
6718;196.422
6718;196.422
6719;196.422
6720;196.422
6720;196.422
6721;180.06
6721;188.201
6722;188.201
6723;188.201
6723;188.201
6723;188.201
6724;188.201
6724;188.201
6742;174.499
6742;177.207
6743;174.855
6744;177.173
6745;171.516
6746;162.083
6746;162.083
6746;162.083
6747;162.083
6748;162.083
6749;162.083
6749;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6763;162.083
6763;162.083
6764;162.083
6772;151.735
6773;151.735
6774;154.817
6775;156.018
6776;156.018
6777;156.018
6777;156.018
6780;147.312
6780;147.312
6781;153.562
6781;153.562
6802;209.139
6803;209.139
6804;209.139
6805;210.3
6806;209.139
6807;219.831
6807;221.576
6807;214.711
6808;214.711
6809;209.139
6810;214.032
6814;220.341
6814;219.831
6814;220.341
6815;228.692
6816;228.565
6817;230.368
6818;232.22
6821;234.716
6822;234.939
6823;234.939
6823;223.165
6825;243.216
6825;240.208
6826;238.998
6827;242.531
6828;244.373
6828;241.481
6830;244.373
6830;245.063
6832;245.063
6832;245.063
6833;246.122
6834;244.878
6835;246.41
6837;246.41
6837;246.41
6838;246.41
6838;246.41
6838;246.41
6839;246.41
6850;243.216
6850;240.208
6852;240.208
6853;240.208
6853;242.601
6854;242.601
6855;240.208
6855;242.601
6862;240.208
6863;240.208
6864;240.208
6865;240.208
6866;240.208
6867;242.531
6872;240.208
6872;243.216
6872;240.208
6873;243.216
6874;243.216
6875;243.216
6875;243.216
6875;243.216
6877;243.216
6877;241.481
6883;244.323
6900;223.165
6900;219.579
6900;219.579
6900;223.165
6900;224.275
6912;223.165
6913;223.165
6914;223.165
6915;223.165
6916;224.356
6916;223.165
6916;226.44
6917;223.165
6918;223.165
6919;226.44
6921;232.562
6922;233.58
6924;221.902
6925;223.165
6925;226.44
6926;226.44
6927;226.44
6928;218.427
6929;219.349
6930;220.311
6932;223.165
6933;221.013
6934;221.919
6934;221.538
6934;218.427
6935;221.538
6936;226.842
6937;224.826
6938;224.826
6938;224.826
6939;224.826
6939;224.826
6942;221.083
6942;219.847
6943;220.057
6944;222.427
6944;221.386
6944;219.831
6945;216.323
6945;215.31
6946;215.31
6947;221.576
6948;221.083
6948;219.847
6949;222.427
6950;221.576
6951;223.165
6951;223.165
6951;223.165
6951;223.165
6951;223.165
6951;223.165
6952;221.559
6953;221.576
6954;221.576
6954;221.576
6955;221.576
6955;221.576
6956;221.576
6957;221.576
6958;221.576
6958;221.576
6959;223.165
6959;223.165
6959;223.165
6959;221.576
6959;223.165
6959;223.165
6960;221.576
6962;223.165
6963;223.165
6963;223.165
6964;223.165
6965;223.165
6966;223.165
6967;223.165
6968;223.165
6974;223.165
6976;223.165
6977;223.165
6978;223.165
6979;223.165
6980;230.694
6981;230.296
6981;230.694
6981;228.24
6981;230.296
6981;229.506
6982;221.919
6982;221.538
6983;224.037
6983;223.641
6984;225.848
6986;229.506
6986;229.914
6986;230.296
6986;228.24
6987;225.41
6988;226.405
6989;230.694
6990;221.919
6991;223.641
6992;221.538
6992;224.98
6992;221.538
6992;226.842
6993;221.538
6994;228.847
6995;230.694
6997;233.353
6998;233.507
6999;232.814
7000;188.074
7000;201.216
7012;194.208
7012;191.621
7013;194.208
7014;201.039
7015;194.208
7015;196.488
7015;201.039
7016;201.039
7017;206.517
7018;206.517
7019;206.517
7023;185.716
7026;193.99
7027;204.341
7027;204.341
7027;204.341
7028;204.341
7028;204.341
7029;204.341
7031;211.371
7032;213.198
7032;211.371
7050;204.341
7056;204.341
7057;204.341
7058;204.341
7062;201.216
7063;198.54
7064;198.54
7074;201.216
7075;201.216
7076;206.874
7076;201.216
7077;206.874
7078;206.874
7082;206.874
7083;219.969
7084;226.553
7104;216.583
7106;216.583
7107;216.583
7109;216.583
7110;228.427
7111;215.846
7112;215.846
7113;228.427
7114;228.427
7115;228.427
7116;228.427
7116;234.775
7122;216.583
7126;215.846
7127;215.846
7128;215.846
7130;215.846
7130;215.846
7132;234.775
7134;177.801
7134;999.999
7137;999.999
7138;999.999
7141;215.846
7142;228.427
7143;228.427
7144;228.427
7145;228.427
7146;228.427
7147;228.427
7148;228.427
7149;228.427
7151;214.888
7152;213.576
7153;213.198
7154;215.846
7155;215.846
7156;215.846
7156;215.846
7157;215.846
7158;177.801
7159;177.801
7162;177.801
7163;177.801
7164;177.801
7165;177.801
7166;170.962
7167;170.962
7168;170.962
7172;165.773
7172;170.962
7173;165.773
7174;165.773
7175;165.773
7176;165.773
7180;157.403
7180;165.773
7182;157.403
7183;157.403
7184;164.306
7185;164.306
7186;157.403
7187;148.765
7188;148.765
7189;148.765
7202;183.15
7203;183.15
7204;181.234
7204;174.974
7205;180.979
7206;174.974
7208;175.312
7212;182.682
7212;182.682
7212;182.682
7213;183.439
7214;183.439
7215;183.439
7215;182.682
7220;185.03
7222;195.142
7222;185.03
7223;195.142
7224;195.142
7226;195.142
7226;185.03
7226;185.03
7228;185.03
7228;185.03
7231;189.079
7232;193.781
7233;189.079
7235;193.201
7240;193.626
7240;195.142
7241;197.664
7242;195.142
7243;195.142
7244;195.142
7245;195.142
7246;195.142
7247;205.495
7249;205.495
7249;197.664
7250;205.495
7252;205.495
7260;220.646
7260;204.341
7265;220.646
7265;205.495
7270;220.646
7272;220.646
7276;220.646
7277;220.646
7278;220.646
7302;180.979
7302;169.353
7302;174.974
7303;174.974
7304;167.88
7304;169.353
7306;167.88
7307;173.748
7310;167.113
7312;177.786
7313;177.786
7313;174.974
7314;177.786
7315;177.786
7315;196.488
7317;167.113
7317;177.786
7317;177.786
7320;161.147
7323;161.893
7324;161.893
7325;159.526
7326;159.526
7402;216.583
7402;198.603
7403;199.681
7404;209.168
7405;203.905
7405;214.07
7407;209.168
7408;214.07
7411;211.493
7412;211.186
7413;209.743
7414;209.743
7415;214.07
7415;209.168
7415;209.168
7416;209.168
7417;209.168
7418;209.168
7419;209.168
7421;214.07
7421;212.535
7422;214.07
7423;214.07
7423;214.07
7424;214.07
7424;214.07
7425;212.535
7426;216.628
7427;218.503
7428;223.02
7430;211.454
7430;214.344
7431;211.454
7431;211.454
7432;219.247
7433;225.842
7433;221.988
7433;227.231
7433;226.08
7433;225.842
7434;232.345
7435;999.999
7436;999.999
7437;999.999
7438;999.999
7440;222.677
7442;222.677
7443;222.677
7444;231.739
7445;231.739
7446;247.807
7446;287.13
7447;247.807
7447;247.807
7448;247.807
7450;206.874
7450;226.553
7451;226.553
7452;999.999
7453;999.999
7454;999.999
7455;999.999
7456;999.999
7456;999.999
7457;999.999
7458;226.553
7459;226.553
7460;999.999
7462;999.999
7463;999.999
7464;999.999
7472;226.553
7473;226.553
7477;999.999
7482;999.999
7482;999.999
7482;999.999
7484;999.999
7492;226.553
7493;233.786
7494;999.999
7494;220.646
7500;273.989
7500;271.829
7502;246.814
7503;270.329
7504;273.989
7504;275.498
7504;270.329
7505;273.989
7512;271.829
7512;267.761
7513;267.761
7513;267.761
7514;270.712
7514;270.712
7515;270.712
7516;287.13
7517;270.712
7522;263.439
7523;264.33
7524;267.128
7525;250.314
7526;250.314
7527;232.153
7530;232.153
7532;267.91
7533;267.91
7534;267.91
7535;267.91
7536;267.91
7537;267.91
7542;232.153
7543;232.153
7545;243.694
7546;243.694
7550;243.694
7551;243.694
7552;243.694
7553;243.694
7554;243.694
7554;243.694
7556;259.37
7557;259.37
7558;259.37
7559;259.37
7560;259.37
7562;283.213
7563;283.213
7602;287.13
7603;287.13
7604;287.13
7605;287.13
7606;287.13
7606;287.13
7608;287.13
7610;287.13
7710;308.859
7710;308.859
7741;308.859
7742;308.859
7742;308.859
7742;308.859
7743;319.826
7743;308.859
7743;319.826
7743;308.859
7744;319.826
7745;308.859
7746;308.859
7747;319.826
7748;319.826
8001;66.04
8002;66.04
8003;66.04
8004;66.04
8005;66.04
8006;66.04
8008;66.04
8032;66.04
8037;66.04
8038;66.04
8041;66.04
8044;66.04
8044;73.544
8044;66.04
8045;66.04
8046;66.04
8047;66.04
8048;66.04
8049;66.04
8050;66.04
8051;73.544
8051;66.04
8052;68.365
8052;68.992
8052;66.04
8053;66.04
8055;66.04
8057;66.04
8064;66.04
8102;61.444
8103;60.135
8104;58.567
8105;60.077
8105;60.077
8106;60.077
8107;56.639
8107;52.926
8108;57.827
8109;51.547
8112;52.926
8113;54.367
8114;54.821
8115;54.047
8117;77.936
8118;77.936
8121;77.936
8122;81.41
8123;81.41
8124;81.41
8125;72.154
8125;66.04
8126;75.5
8127;74.864
8127;87.615
8127;81.41
8132;87.615
8132;87.615
8132;81.41
8133;87.615
8134;76.134
8134;66.04
8135;85.523
8135;999.999
8135;999.999
8135;999.999
8136;80.104
8142;64.653
8142;66.136
8142;66.04
8143;69.042
8143;69.042
8143;66.136
8143;66.04
8152;71.268
8152;68.365
8152;68.992
8152;66.04
8152;68.365
8152;68.365
8153;68.992
8154;67.848
8155;62.434
8155;61.304
8155;62.434
8156;62.434
8157;59.915
8158;58.215
8162;64.371
8162;61.304
8162;61.304
8164;65.845
8164;64.371
8165;61.046
8165;58.996
8165;58.873
8166;57.033
8172;64.483
8173;64.371
8174;64.371
8174;68.559
8175;68.559
8180;77.494
8180;75.565
8180;77.234
8181;65.351
8182;69.364
8184;79.435
8185;77.234
8187;66.382
8192;75.565
8192;69.364
8192;75.565
8193;86.484
8193;75.565
8194;86.258
8195;69.813
8196;69.813
8196;91.05
8197;86.484
8197;92.541
8200;105.769
8200;113.605
8203;113.605
8207;113.605
8208;113.605
8212;105.769
8212;113.605
8212;110.764
8213;83.911
8214;88.864
8215;89.438
8216;90.382
8217;83.911
8217;78.34
8217;82.298
8218;82.298
8219;78.34
8222;106.979
8222;113.605
8223;83.911
8223;106.979
8224;88.472
8224;83.911
8225;88.864
8225;101.651
8226;88.864
8226;98.303
8226;94.296
8228;98.303
8231;113.605
8232;122.576
8233;126.056
8234;120.029
8235;122.144
8236;121.322
8236;123.973
8239;122.44
8240;123.973
8241;123.973
8242;123.973
8242;123.973
8243;123.973
8245;113.833
8246;113.833
8247;112.316
8248;110.764
8252;113.083
8252;107.826
8253;113.083
8253;113.083
8254;111.869
8255;111.869
8259;120.308
8259;120.308
8259;120.308
8259;120.308
8260;119.976
8261;120.532
8262;124.185
8263;121.427
8264;118.026
8264;116.989
8265;116.989
8266;126.595
8267;130.405
8268;128.898
8268;128.898
8269;128.898
8272;134.797
8273;134.797
8274;133.073
8274;132.953
8280;135.249
8280;131.233
8280;133.073
8302;71.268
8303;75.511
8304;72.383
8304;73.544
8305;74.707
8306;75.082
8307;80.227
8307;999.999
8307;999.999
8308;87.283
8308;999.999
8308;87.283
8308;88.947
8308;999.999
8309;71.268
8309;79.197
8310;80.258
8310;89.413
8310;80.258
8311;86.452
8312;80.258
8314;999.999
8315;80.258
8317;80.258
8320;87.283
8322;91.437
8322;97.308
8322;91.437
8330;90.08
8331;90.08
8332;91.437
8332;91.437
8335;93.454
8340;97.296
8340;99.756
8340;96.548
8340;91.66
8342;96.548
8344;97.296
8345;97.296
8345;91.66
8352;97.084
8352;89.413
8353;999.999
8354;97.742
8354;999.999
8354;999.999
8355;999.999
8355;112.834
8356;112.834
8357;112.834
8360;119.089
8360;116.662
8360;119.089
8362;115.066
8363;97.989
8363;115.066
8370;119.089
8370;117.36
8371;117.36
8372;122.59
8372;117.36
8374;122.59
8374;122.59
8376;127.028
8376;122.59
8376;133.791
8376;122.59
8400;89.413
8404;89.413
8404;89.413
8404;89.413
8405;97.742
8405;89.413
8406;89.413
8408;89.413
8409;89.413
8412;92.584
8412;92.584
8412;92.584
8413;92.584
8414;97.338
8415;95.581
8415;95.581
8416;97.518
8418;97.742
8421;85.806
8422;83.568
8424;79.583
8425;80.195
8426;77.576
8427;89.193
8427;79.583
8427;88.034
8428;89.193
8428;88.034
8442;95.022
8444;95.877
8447;111.644
8447;110.764
8450;99.345
8451;100.823
8452;98.82
8453;100.823
8454;89.961
8455;91.613
8457;97.864
8458;98.1
8459;99.848
8460;107.05
8461;100.823
8462;102.015
8463;106.562
8464;107.05
8464;102.015
8465;105.828
8465;105.828
8466;103.257
8466;105.828
8467;104.99
8468;999.999
8468;999.999
8471;98.484
8471;98.484
8471;98.484
8471;98.484
8471;98.484
8472;94.426
8474;99.699
8475;103.257
8476;999.999
8476;111.869
8477;999.999
8478;102.037
8479;103.123
8482;89.413
8482;999.999
8483;93.014
8483;999.999
8484;88.947
8484;88.947
8486;88.947
8486;93.014
8487;93.014
8487;93.014
8488;97.308
8488;97.989
8489;97.308
8489;97.308
8489;97.308
8492;100.114
8492;97.989
8493;100.114
8493;99.188
8494;106.704
8494;99.188
8495;97.989
8495;122.59
8496;106.704
8496;133.791
8497;106.704
8498;97.296
8498;106.704
8498;96.548
8499;99.188
8499;122.59
8500;110.827
8500;107.502
8500;103.382
8500;111.329
8500;116.05
8500;105.838
8500;107.502
8505;115.67
8505;115.67
8506;113.235
8507;123.138
8507;116.989
8508;123.138
8508;115.67
8512;116.05
8512;116.05
8512;116.05
8514;121.355
8514;124.506
8522;112.834
8522;112.834
8523;105.838
8523;999.999
8524;110.537
8524;110.537
8525;107.702
8525;999.999
8525;107.702
8526;107.702
8532;108.506
8532;108.506
8532;113.235
8535;113.235
8535;112.663
8536;108.506
8536;113.235
8536;112.663
8537;112.663
8537;112.663
8542;89.413
8542;98.985
8543;98.985
8543;98.985
8543;98.985
8544;98.985
8545;98.978
8545;98.978
8545;89.413
8546;103.382
8546;103.382
8546;98.985
8547;103.382
8548;108.328
8552;110.827
8552;107.502
8553;114.387
8553;114.387
8553;114.387
8553;114.387
8554;120.122
8554;124.506
8554;120.122
8555;117.139
8556;120.122
8556;120.122
8556;120.122
8556;120.122
8558;123.126
8558;123.943
8560;121.717
8560;120.122
8561;121.717
8564;123.126
8564;123.126
8564;120.122
8564;123.126
8564;123.126
8564;123.126
8564;120.122
8564;123.126
8564;123.126
8565;133.281
8566;133.281
8566;133.281
8566;133.281
8566;133.281
8570;134.348
8570;124.601
8572;134.348
8572;134.348
8572;134.348
8572;134.348
8573;133.281
8573;133.281
8573;133.281
8574;135.724
8574;135.724
8574;135.724
8574;135.724
8575;128.356
8575;124.601
8575;128.356
8575;126.942
8576;134.348
8577;136.367
8577;132.634
8580;148.734
8580;167.596
8580;142.438
8580;146.092
8580;150.328
8580;142.438
8580;148.734
8580;142.438
8581;142.438
8582;146.389
8582;148.734
8583;131.265
8583;131.265
8583;131.265
8584;128.356
8584;134.348
8584;128.356
8585;140.826
8585;140.826
8585;141.663
8585;141.663
8585;141.663
8585;141.663
8585;140.826
8585;140.826
8586;134.433
8586;140.826
8586;134.433
8586;141.663
8586;134.433
8586;134.433
8586;134.433
8586;134.433
8586;140.826
8587;142.438
8588;141.705
8589;141.705
8590;158.777
8590;147.518
8592;147.518
8593;145.564
8594;142.876
8595;140.142
8596;137.195
8596;137.195
8597;137.195
8598;135.249
8598;131.233
8599;167.596
8600;74.707
8600;73.544
8600;78.984
8602;75.082
8603;73.544
8603;78.984
8604;80.227
8605;80.227
8606;85.028
8606;83.342
8607;88.965
8607;93.038
8608;99.25
8608;99.756
8610;85.028
8614;93.361
8614;85.028
8615;85.028
8615;85.028
8616;85.028
8617;93.361
8617;93.038
8617;85.028
8618;94.444
8620;91.66
8623;91.66
8623;90.08
8624;93.361
8624;91.66
8625;93.361
8626;93.361
8627;93.361
8627;96.847
8627;107.664
8630;104.577
8630;108.376
8632;99.756
8633;99.25
8633;108.376
8634;107.664
8635;99.756
8636;99.756
8636;104.577
8636;108.572
8636;127.253
8637;108.572
8637;127.253
8638;127.253
8640;108.376
8640;101.494
8645;108.376
8646;108.376
8700;74.864
8702;72.154
8703;76.896
8703;78.943
8704;78.943
8706;82.241
8707;88.682
8708;91.459
8712;106.378
8713;106.378
8714;107.664
8714;108.376
8715;108.376
8716;124.61
8716;124.159
8717;123.068
8718;127.053
8722;126.573
8722;127.053
8723;127.053
8723;127.053
8725;128.649
8725;128.649
8725;127.253
8726;128.649
8726;143.214
8727;127.253
8730;120.05
8730;124.61
8730;124.159
8730;128.649
8732;127.253
8733;127.253
8734;108.376
8734;127.253
8735;127.253
8735;127.253
8737;126.573
8737;128.649
8738;126.573
8738;128.649
8739;126.573
8739;128.649
8750;147.576
8750;138.112
8750;138.112
8750;106.391
8750;138.112
8751;106.606
8752;129.302
8753;129.302
8754;129.302
8754;138.112
8755;147.576
8755;138.112
8756;147.576
8757;129.302
8758;129.302
8762;147.576
8762;147.576
8762;147.576
8765;147.576
8766;147.576
8767;147.576
8772;147.576
8773;147.576
8774;147.576
8775;147.576
8775;147.576
8777;147.576
8777;147.576
8782;147.576
8783;147.576
8784;147.576
8800;80.104
8802;75.775
8803;75.775
8803;78.363
8804;999.999
8805;95.072
8806;101.494
8806;97.083
8807;101.494
8808;101.494
8810;999.999
8815;999.999
8816;999.999
8820;999.999
8824;999.999
8825;999.999
8832;98.444
8832;101.494
8832;97.083
8832;101.494
8833;95.072
8833;97.083
8834;98.444
8834;97.083
8835;98.444
8836;107.551
8836;98.444
8836;92.038
8840;107.551
8840;107.551
8841;107.551
8842;109.797
8842;92.606
8842;113.882
8843;109.797
8843;92.606
8844;107.551
8844;113.882
8845;113.882
8846;107.551
8846;107.389
8847;107.551
8847;98.444
8849;115.678
8849;92.606
8852;107.389
8853;110.862
8853;109.163
8853;112.183
8854;110.862
8854;114.269
8854;112.183
8854;110.862
8855;114.269
8855;120.05
8855;112.183
8856;120.05
8857;119.063
8858;123.012
8862;114.269
8863;114.269
8863;123.068
8864;120.507
8865;129.302
8866;129.302
8866;127.053
8867;129.302
8868;129.302
8872;129.302
8872;136.65
8872;130.594
8873;136.65
8874;129.302
8877;143.786
8878;143.786
8878;150.128
8880;150.128
8881;150.128
8881;150.128
8882;143.786
8883;143.786
8884;143.786
8885;143.786
8886;159.526
8887;159.526
8888;154.323
8888;159.526
8888;161.147
8889;159.526
8890;154.323
8890;150.128
8892;154.323
8892;150.128
8893;154.323
8893;150.128
8894;154.323
8895;154.323
8896;154.323
8896;143.786
8896;150.128
8897;154.323
8898;154.323
8898;143.786
8902;61.152
8902;60.011
8903;64.653
8904;66.523
8905;68.268
8905;69.234
8906;70.245
8907;68.913
8908;73.269
8909;82.525
8910;82.525
8911;83.257
8912;82.706
8913;72.574
8914;87.257
8914;87.257
8915;86.823
8916;55.967
8917;55.764
8918;54.7
8919;52.969
8925;86.823
8926;82.738
8926;82.738
8926;82.738
8932;83.818
8933;78.891
8934;77.766
8942;81.275
8951;56.72
8951;60.135
8951;58.567
8952;55.894
8952;61.152
8952;60.135
8952;66.04
8953;55.894
8953;52.738
8954;56.72
8955;55.509
8956;49.924
8957;52.738
8962;58.498
8964;53.923
8964;60.175
8965;53.923
8966;55.39
8967;51.901
8967;58.498
8967;54.658
9000;147.589
9008;147.589
9008;152.934
9010;147.589
9011;147.589
9012;154.187
9012;147.589
9014;156.658
9014;147.589
9015;147.589
9015;139.126
9016;147.589
9030;147.589
9030;144.305
9030;144.305
9032;144.305
9032;144.16
9033;154.753
9034;160.575
9034;159.421
9035;160.12
9035;159.421
9036;163.038
9036;159.421
9037;157.289
9037;160.575
9037;147.589
9037;159.421
9038;160.12
9038;163.038
9038;160.575
9042;157.289
9042;154.187
9042;147.589
9043;158.391
9043;162.124
9043;160.551
9043;165.679
9044;165.679
9050;156.535
9050;156.83
9050;160.575
9050;156.798
9050;159.457
9050;160.575
9050;156.798
9050;156.535
9050;160.575
9050;160.575
9050;159.457
9050;156.535
9050;156.798
9052;154.187
9052;156.798
9053;158.391
9053;154.187
9053;156.798
9054;156.798
9055;158.391
9055;162.124
9055;154.187
9055;156.798
9056;162.124
9056;156.535
9056;156.798
9057;160.575
9057;159.457
9057;159.457
9057;159.457
9058;160.575
9058;159.457
9058;190.1
9062;154.187
9063;152.37
9063;156.658
9064;152.37
9100;144.03
9100;147.921
9100;145.915
9100;139.126
9103;147.921
9103;152.466
9103;145.915
9103;142.071
9104;147.921
9104;152.466
9104;145.915
9105;149.299
9105;147.921
9105;142.071
9107;152.37
9107;149.299
9107;152.466
9107;159.457
9107;175.029
9107;154.758
9107;146.561
9108;156.83
9108;156.798
9108;159.457
9108;156.83
9108;156.83
9112;144.03
9113;147.921
9113;142.071
9113;140.452
9113;135.264
9114;142.071
9115;142.071
9116;142.071
9116;140.452
9122;134.748
9122;142.071
9122;142.071
9123;142.071
9123;130.148
9125;134.748
9125;142.071
9126;134.748
9126;142.071
9127;146.561
9127;142.071
9200;135.264
9200;134.343
9200;139.126
9203;134.343
9203;131.355
9204;140.477
9204;139.126
9204;144.16
9205;144.16
9212;140.477
9212;139.126
9213;144.16
9213;145.983
9214;136.367
9214;131.265
9215;136.367
9215;136.367
9216;134.433
9216;139.814
9216;139.814
9217;136.367
9220;150.328
9220;139.422
9220;145.983
9220;141.705
9223;133.059
9223;139.422
9223;139.422
9225;145.983
9225;145.983
9230;140.452
9230;135.264
9230;130.26
9230;131.355
9231;135.264
9240;130.26
9240;129.287
9240;130.26
9240;131.355
9242;124.439
9242;130.26
9242;129.287
9243;130.148
9243;124.439
9244;130.26
9244;129.287
9245;133.059
9245;131.355
9245;133.059
9245;131.355
9246;134.343
9246;144.16
9247;129.287
9248;130.26
9249;129.287
9249;129.287
9249;129.287
9300;147.589
9300;152.934
9300;160.235
9300;144.305
9300;144.16
9304;144.16
9305;160.235
9305;160.266
9306;160.235
9306;157.286
9308;149.51
9308;150.328
9308;152.934
9312;149.51
9313;150.328
9313;141.705
9314;159.461
9315;159.461
9315;157.286
9315;149.51
9315;159.461
9320;162.959
9320;157.286
9320;162.959
9320;157.286
9320;162.959
9320;157.286
9322;159.461
9322;167.596
9323;160.266
9325;157.286
9326;156.951
9326;158.661
9327;154.619
9327;156.951
9400;158.282
9400;159.77
9402;158.282
9402;154.619
9402;154.753
9403;158.282
9404;163.28
9404;154.753
9404;167.611
9405;163.038
9405;168.113
9405;159.421
9405;163.28
9410;163.038
9410;172.269
9411;182.763
9411;177.743
9411;182.763
9413;163.038
9413;169.622
9422;163.28
9422;167.611
9423;167.611
9424;168.161
9424;173.416
9425;172.269
9425;168.161
9425;167.611
9426;168.113
9426;168.161
9427;163.038
9427;168.113
9427;175.203
9427;172.269
9427;169.622
9427;167.611
9428;175.203
9428;172.269
9428;169.622
9428;173.416
9430;173.416
9434;177.49
9435;177.49
9435;180.607
9435;177.743
9435;180.682
9436;180.607
9436;181.084
9436;193.945
9437;182.763
9437;189.25
9437;186.441
9442;169.622
9442;177.743
9442;169.622
9442;177.743
9443;181.084
9443;180.682
9444;181.084
9445;180.607
9445;186.441
9450;162.124
9450;190.1
9450;169.622
9450;190.1
9451;193.945
9452;190.1
9452;204.044
9453;190.1
9453;204.044
9462;193.945
9463;190.1
9463;193.945
9463;200.213
9464;190.1
9464;200.213
9464;190.1
9465;188.497
9466;188.497
9467;160.575
9467;188.497
9468;188.497
9469;180.752
9469;188.713
9469;184.452
9469;188.497
9470;180.752
9470;184.452
9470;177.462
9470;184.452
9472;184.452
9472;184.452
9473;188.713
9473;188.497
9475;177.462
9476;177.462
9476;168.973
9476;168.973
9477;168.973
9478;168.973
9479;168.973
9479;168.973
9479;168.973
9500;127.028
9500;125.901
9500;121.672
9500;116.662
9502;124.913
9503;126.942
9503;126.942
9504;126.942
9506;115.644
9507;111.956
9508;115.644
9512;121.672
9514;121.672
9514;130.661
9515;125.901
9515;130.661
9517;126.942
9523;125.901
9524;133.059
9524;125.901
9524;121.672
9525;133.059
9526;133.059
9527;144.03
9527;133.059
9532;127.028
9532;124.439
9532;121.581
9533;127.028
9533;127.028
9534;127.028
9535;121.581
9535;122.311
9536;124.439
9536;129.287
9536;121.672
9536;121.581
9542;116.662
9543;121.672
9543;116.662
9545;112.603
9546;112.603
9547;112.834
9548;107.502
9548;111.329
9548;111.956
9552;121.672
9553;119.924
9554;121.548
9555;121.355
9555;121.548
9556;121.355
9556;121.355
9562;121.355
9562;126.942
9562;121.355
9565;126.942
9565;126.942
9565;126.942
9565;126.942
9565;126.942
9573;117.36
9601;127.028
9601;130.148
9601;133.791
9601;131.814
9602;127.028
9602;130.148
9602;127.028
9604;130.148
9604;130.148
9604;124.439
9604;130.26
9604;130.148
9606;131.814
9607;133.791
9608;130.148
9608;131.814
9612;133.791
9613;127.028
9613;133.791
9614;133.791
9614;131.814
9615;143.214
9615;133.791
9615;131.814
9620;143.254
9620;134.748
9620;142.071
9620;143.214
9620;131.814
9621;134.748
9621;131.814
9622;143.214
9630;142.071
9630;143.214
9630;133.791
9631;143.214
9633;147.105
9633;154.758
9633;146.561
9633;143.214
9633;146.561
9642;147.105
9642;143.214
9643;147.105
9643;154.758
9650;154.758
9651;154.758
9652;154.758
9655;154.758
9656;175.029
9657;175.029
9658;188.713
9658;184.452
9658;175.029
